;;;;;;;;;;;;;x
OLD_reactionary;Nationale Partei;Nationale Partei;Nationale Partei;;Nationale Partei;;;;;;;;;x
OLD_conservative_2;Konservative Partei;Konservative Partei;Konservative Partei;;Konservative Partei;;;;;;;;;x
OLD_conservative_3;Christsoz. Arbeiterpartei;Christsoz. Arbeiterpartei;Christsoz. Arbeiterpartei;;Christsoz. Arbeiterpartei;;;;;;;;;x
OLD_anarcho_liberal;Radikale Arbeiterpartei;Arbeiterpartei radical;Radikale Arbeiterpartei;;Radical Arbeiterpartei;;;;;;;;;x
OLD_communist;Kommunistische Arbeiterpartei;Arbeiterpartei communiste;Kommunistische Arbeiterpartei;;Communist Arbeiterpartei;;;;;;;;;x
OLD_fascist;NSDP;NSDP;NSDP;;NSDP;;;;;;;;;x
OMA_conservative;Royal Faction;Faction royale;Kˆnigsfraktion;;FacciÛn Real;;;;;;;;;x
OMA_liberal;The Liberal Faction;Faction libÈrale;Die liberale Fraktion;;La FacciÛn Liberal;;;;;;;;;x
OMA_reactionary;The Nationalist Faction;Faction nationaliste;Die nationalistische Fraktion;;La FacciÛn Nacionalista;;;;;;;;;x
OMA_anarcho_liberal;The Radical Faction;Faction radicale;Die radikale Fraktion;;La FacciÛn Radical;;;;;;;;;x
OMA_socialist;The Socialist Faction;Faction socialiste;Die sozialistische Fraktion;;La FacciÛn Socialista;;;;;;;;;x
OMA_communist;The Communist Faction;Faction communiste;Die kommunistische Fraktion;;La FacciÛn Comunista;;;;;;;;;x
OMA_fascist;The Fascist Faction;Faction fasciste;Die faschistische Fraktion;;La FacciÛn Fascista;;;;;;;;;x
ORA_conservative;Voortrekker Partei;Voortrekker Partei;Voortrekker Partei;;Voortrekker Partei;;;;;;;;;x
ORA_conservative_2;Boeren Partei;Boeren Partei;Boeren Partei;;Boeren Partei;;;;;;;;;x
ORA_liberal;The Liberal Party;Parti libÈral;Die liberale Partei;;El Partido Liberal;;;;;;;;;x
ORA_reactionary;The Nationalist Partei;Partei nationaliste;Die nationalistische Partei;;The Nationalist Partei;;;;;;;;;x
ORA_anarcho_liberal;The Radical Party;Parti radical;Die radikale Partei;;El Partido Radical;;;;;;;;;x
ORA_socialist;The Socialist Party;Parti socialiste;Die sozialistische Partei;;El Partido Socialista;;;;;;;;;x
ORA_communist;The Communist Party;Parti communiste;Die kommunistische Partei;;El Partido Comunista;;;;;;;;;x
ORA_fascist;The Fascist Party;Parti fasciste;Die faschistische Partei;;El Partido Fascista;;;;;;;;;x
ORI_conservative;Royal Faction;Faction royale;Kˆnigsfraktion;;FacciÛn Real;;;;;;;;;x
ORI_liberal;The Liberal Faction;Faction libÈrale;Die liberale Fraktion;;La FacciÛn Liberal;;;;;;;;;x
ORI_reactionary;The Nationalist Faction;Faction nationaliste;Die nationalistische Fraktion;;La FacciÛn Nacionalista;;;;;;;;;x
ORI_anarcho_liberal;The Radical Faction;Faction radicale;Die radikale Fraktion;;La FacciÛn Radical;;;;;;;;;x
ORI_socialist;The Socialist Faction;Faction socialiste;Die sozialistische Fraktion;;La FacciÛn Socialista;;;;;;;;;x
ORI_communist;The Communist Faction;Faction communiste;Die kommunistische Fraktion;;La FacciÛn Comunista;;;;;;;;;x
ORI_fascist;The Fascist Faction;Faction fasciste;Die faschistische Fraktion;;La FacciÛn Fascista;;;;;;;;;x
PAN_conservative;Royal Faction;Faction royale;Kˆnigsfraktion;;FacciÛn Real;;;;;;;;;x
PAN_liberal;The Liberal Faction;Faction libÈrale;Die liberale Fraktion;;La FacciÛn Liberal;;;;;;;;;x
PAN_reactionary;The Nationalist Faction;Faction nationaliste;Die nationalistische Fraktion;;La FacciÛn Nacionalista;;;;;;;;;x
PAN_anarcho_liberal;The Radical Faction;Faction radicale;Die radikale Fraktion;;La FacciÛn Radical;;;;;;;;;x
PAN_socialist;The Socialist Faction;Faction socialiste;Die sozialistische Fraktion;;La FacciÛn Socialista;;;;;;;;;x
PAN_communist;The Communist Faction;Faction communiste;Die kommunistische Fraktion;;La FacciÛn Comunista;;;;;;;;;x
PAN_fascist;The Fascist Faction;Faction fasciste;Die faschistische Fraktion;;La FacciÛn Fascista;;;;;;;;;x
PAP_reactionary;Restaurazionisti;Ristorazionista;Ristorazionista;;Ristorazionista;;;;;;;;;x
PAP_conservative;Moderati ;Moderati ;Moderati;;Moderati ;;;;;;;;;x
PAP_anarcho_liberal;Republicani;Republicani;Republicani;;Republicani;;;;;;;;;x
PAP_socialist;Socialisti Cristiani;Sozialisti Christiano;Sozialisti Christiano;;Sozialisti Christiano;;;;;;;;;x
PAP_liberal;Liberale;Liberale;Liberali;;Liberale;;;;;;;;;x
PAP_communist;Radicali Socialisti;Radical Sozialisti;Radical Sozialisti;;Radical Sozialisti;;;;;;;;;x
PAP_fascist;Fascisti;Fasciste;Fascisti;;Fascista;;;;;;;;;x
PAR_reactionary;Restaurazionisti;Ristorazionista;Ristorazionista;;Ristorazionista;;;;;;;;;x
PAR_conservative;Moderati ;Moderati ;Moderati;;Moderati ;;;;;;;;;x
PAR_liberal;Riformisti ;Reformisti ;Reformisti;;Reformisti ;;;;;;;;;x
PAR_liberal_2;Liberale;Liberale;Liberali;;Liberale;;;;;;;;;x
PAR_socialist;Socialisti;Sozialisti;Sozialisti;;Sozialisti;;;;;;;;;x
PAR_conservative_2;Popolari;Popolari;Popolari;;Popolari;;;;;;;;;x
PAR_anarcho_liberal;Radicals;Radicaux;Radikali;;Radicales;;;;;;;;;x
PAR_communist;Comunisti;Communistes;Communisti;;Comunistas;;;;;;;;;x
PAR_fascist;Fascisti;Fasciste;Fascisti;;Fascistas;;;;;;;;;x
PER_conservative;Shahist Faction;Faction shahiste;Schahistenfraktion;;FacciÛn Shahista;;;;;;;;;x
PER_liberal;The Liberal Faction;Faction libÈrale;Die liberale Fraktion;;La FacciÛn Liberal;;;;;;;;;x
PER_reactionary;The Nationalist Faction;Faction nationaliste;Die nationalistische Fraktion;;La FacciÛn Nacionalista;;;;;;;;;x
PER_anarcho_liberal;The Radical Faction;Faction radicale;Die radikale Fraktion;;La FacciÛn Radical;;;;;;;;;x
PER_socialist;The Socialist Faction;Faction socialiste;Die sozialistische Fraktion;;La FacciÛn Socialista;;;;;;;;;x
PER_communist;The Communist Faction;Faction communiste;Die kommunistische Fraktion;;La FacciÛn Comunista;;;;;;;;;x
PER_fascist;The Fascist Faction;Faction fasciste;Die faschistische Fraktion;;La FacciÛn Fascista;;;;;;;;;x
PEU_conservative;Partido Popular;Partido populaire;Partido Popular;;Partido Popular;;;;;;;;;x
PEU_liberal;Partido Liberal;Partido Liberal;Partido Liberal;;Partido Liberal;;;;;;;;;x
PEU_reactionary;Partido Nacionalista;Partido nationaliste;Partido Nationalist;;Partido Nationalista;;;;;;;;;x
PEU_anarcho_liberal;Partido Radical;Partido Radical;Partido Radical;;Partido Radical;;;;;;;;;x
PEU_socialist;Partido Socialista;Partido socialiste;Partido Socialist;;Partido Socialista;;;;;;;;;x
PEU_communist;Partido Comunista;Partido communiste;Partido Communist;;Partido Comunista;;;;;;;;;x
PEU_fascist;Partido Fascista;Partido fasciste;Partido Fascist;;Partido Fascista;;;;;;;;;x
PNM_conservative;Partido Conservador;Partido Conservador;Partido Conservador;;Partido Conservador;;;;;;;;;x
PNM_liberal;Partido Liberal Nacional;Partido Liberal;Partido Liberal;;Partido Liberal;;;;;;;;;x
PNM_reactionary;Rabiblancos;Partido nationaliste;Partido Nationalist;;Partido Nationalista;;;;;;;;;x
PNM_anarcho_liberal;Provisional Revolutionary Junta;Partido Radical;Partido Radical;;Partido Radical;;;;;;;;;x
PNM_socialist;Partido Socialista Marxista;Partido socialiste;Partido Socialist;;Partido Socialista;;;;;;;;;x
PNM_communist;Partido Comunista de Panama;Partido communiste;Partido Communist;;Partido Comunista;;;;;;;;;x
PNM_fascist;Partido Nacional Revolucionario;Partido fasciste;Partido Fascist;;Partido Fascista;;;;;;;;;x
POL_conservative;Royal Faction;Faction royale;Kˆnigsfraktion;;FacciÛn Real;;;;;;;;;x
POL_liberal;The Liberal Faction;Faction libÈrale;Die liberale Fraktion;;La FacciÛn Liberal;;;;;;;;;x
POL_reactionary;The Nationalist Faction;Faction nationaliste;Die nationalistische Fraktion;;La FacciÛn Nacionalista;;;;;;;;;x
POL_anarcho_liberal;The Radical Faction;Faction radicale;Die radikale Fraktion;;La FacciÛn Radical;;;;;;;;;x
POL_socialist;The Socialist Faction;Faction socialiste;Die sozialistische Fraktion;;La FacciÛn Socialista;;;;;;;;;x
POL_communist;The Communist Faction;Faction communiste;Die kommunistische Fraktion;;La FacciÛn Comunista;;;;;;;;;x
POL_fascist;The Fascist Faction;Faction fasciste;Die faschistische Fraktion;;La FacciÛn Fascista;;;;;;;;;x
POR_conservative;Cabralismo;Cabralismo;Cabralismo;;Cabralismo;;;;;;;;;x
POR_liberal;Setembrismo;Setembrismo;Setembrismo;;Setembrismo;;;;;;;;;x
POR_liberal_2;Partido HistÛrico;Partido HistÛrico;Partido HistÛrico;;Partido HistÛrico;;;;;;;;;x
POR_liberal_3;Partido Progressista;Partido Progressista;Partido Progressista;;Partido Progressista;;;;;;;;;x
POR_liberal_4;Partido Reformista;Partido Reformista;Partido Reformista;;Partido Reformista;;;;;;;;;x
POR_conservative_2;Partido Regenerador;Partido Regenerador;Partido Regenerador;;Partido Regenerador;;;;;;;;;x
POR_liberal_5;Partido Republicano;Partido Republicano;Partido Republicano;;Partido Republicano;;;;;;;;;x
POR_socialist;Partido Socialista ;Partido Socialista ;Partido Socialista ;;Partido Socialista ;;;;;;;;;x
POR_liberal_6;Regenerador Liberal;Regenerador Liberal;Regenerador Liberal;;Regenerador Liberal;;;;;;;;;x
POR_liberal_7;Partido Democr·tico;Partido Democr·tico;Partido Democr·tico;;Partido Democr·tico;;;;;;;;;x
POR_reactionary;Mon·rquicos;Mon·rqicos;Mon·rqicos;;Mon·rqicos;;;;;;;;;x
POR_anarcho_liberal;Partido Radical;Partido Radical;Partido Radical;;Partido Radical;;;;;;;;;x
POR_communist;Partido Comunista;Partido communiste;Partido Communist;;Partido Comunista;;;;;;;;;x
POR_fascist;Estado Novo;Estado Novo;Estado Novo;;Estado Novo;;;;;;;;;x
PRG_reactionary;Autoritaristas;Autoritaristas;Autoritaristas;;Autoritaristas;;;;;;;;;x
PRG_conservative;Conservadores;Conservadores;Conservadores;;Conservadores;;;;;;;;;x
PRG_liberal;Liberales;Liberales;Liberales;;Liberales;;;;;;;;;x
PRG_conservative_2;Partido Colorado;Partido Colorado;Partido Colorado;;Partido Colorado;;;;;;;;;x
PRG_liberal_2;Partido Liberal;Partido Liberal;Partido Liberal;;Partido Liberal;;;;;;;;;x
PRG_anarcho_liberal;Partido Radical;Partido Radical;Partido Radical;;Partido Radical;;;;;;;;;x
PRG_socialist;Partido Socialista;Partido socialiste;Partido Socialist;;Partido Socialista;;;;;;;;;x
PRG_communist;Partido Comunista;Partido communiste;Partido Communist;;Partido Comunista;;;;;;;;;x
PRG_fascist;Partido Fascista;Partido fasciste;Partido Fascist;;Partido Fascista;;;;;;;;;x
PRU_liberal;Liberaldem. Partei;Liberaldem. Partei;Liberaldem. Partei;;Liberaldem. Partei;;;;;;;;;x
PRU_conservative;Zentrumspartei;Zentrumspartei;Zentrumspartei;;Zentrumspartei;;;;;;;;;x
PRU_liberal_2;Nationalliberale ;Nationalliberale ;Nationalliberale ;;Nationalliberale ;;;;;;;;;x
PRU_liberal_3;Freisinnige Partei;Freisinnige Partei;Freisinnige Partei;;Freisinnige Partei;;;;;;;;;x
PRU_socialist;Deutscher Arbeiterverein;Deutscher Arbeiterverein;Deutscher Arbeiterverein;;Deutscher Arbeiterverein;;;;;;;;;x
PRU_socialist_2;Sozialdem. Arbeiterpartei ;Sozialdem. Arbeiterpartei ;Sozialdem. Arbeiterpartei ;;Sozialdem. Arbeiterpartei ;;;;;;;;;x
PRU_socialist_3;Sozial. Arbeiterpartei ;Sozial. Arbeiterpartei ;Sozial. Arbeiterpartei ;;Sozial. Arbeiterpartei ;;;;;;;;;x
PRU_reactionary;Nationale Partei;Nationale Partei;Nationale Partei;;Nationale Partei;;;;;;;;;x
PRU_conservative_2;Konservative Partei;Konservative Partei;Konservative Partei;;Konservative Partei;;;;;;;;;x
PRU_conservative_3;Christsoz. Arbeiterpartei;Christsoz. Arbeiterpartei;Christsoz. Arbeiterpartei;;Christsoz. Arbeiterpartei;;;;;;;;;x
PRU_anarcho_liberal;Radikale Arbeiterpartei;Arbeiterpartei radical;Radikale Arbeiterpartei;;Radical Arbeiterpartei;;;;;;;;;x
PRU_communist;Kommunistische Arbeiterpartei;Arbeiterpartei communiste;Kommunistische Arbeiterpartei;;Communist Arbeiterpartei;;;;;;;;;x
PRU_fascist;NSDP;NSDP;NSDP;;NSDP;;;;;;;;;x
QUE_liberal;Parti Patriote;Parti patriote;Parti Patriote;;Parti Patriote;;;;;;;;;x
QUE_liberal_2;Parti LibÈral;Parti libÈral;Parti LibÈral;;Parti LibÈral;;;;;;;;;x
QUE_conservative;Parti Conservateur;Parti conservateur;Parti Conservateur;;Parti Conservateur;;;;;;;;;x
QUE_socialist;Parti Ouvrier;Parti ouvrier;Parti Ouvrier;;Parti Ouvrier;;;;;;;;;x
QUE_liberal_3;Ligue Nationaliste;Parti nationaliste;Parti Nationaliste;;Parti Nationaliste;;;;;;;;;x
QUE_reactionary;Ch‚teau Clique;Parti nationaliste;Parti Nationalist;;Parti Nationalist;;;;;;;;;x
QUE_anarcho_liberal;Parti Rouge;Parti radical;Parti Radical;;Parti Radical;;;;;;;;;x
QUE_communist;PCQ;Parti communiste;Parti Communist;;Parti Comunista;;;;;;;;;x
QUE_fascist;Union Nationale;Parti fasciste;Parti Fascist;;Parti Fascista;;;;;;;;;x
ROM_reactionary;Partida  Boiereasca;Partida Boiereasca;Partida Boiereasca;;Partida Boiereasca;;;;;;;;;x
ROM_liberal;Partida  Nationala;Partida Nationala;Partida Nationala;;Partida Nationala;;;;;;;;;x
ROM_liberal_2;Partidul  Liberal;Partidul Liberal;Partidul Liberal;;Partidul Liberal;;;;;;;;;x
ROM_conservative;Partidul  Conservator;Partidul Conservator;Partidul Conservator;;Partidul Conservator;;;;;;;;;x
ROM_conservative_2;Partidul  Taranesc;Partidul Taranesc;Partidul Taranesc;;Partidul Taranesc;;;;;;;;;x
ROM_anarcho_liberal;Partidul  Radical;Partidul radical;Partidul Radical;;Partidul Radical;;;;;;;;;x
ROM_socialist;Partidul Social  Democrat;Partidul social-dÈmocrate;Partidul Social Democrat;;Partidul Social Democrat;;;;;;;;;x
ROM_conservative_3;Partidul Conservator  Democrat;Partidul conservateur-dÈmocrate;Partidul Conservator Democrat;;Partidul Conservator Democrat;;;;;;;;;x
ROM_reactionary_2;Partidul Nationalist  Democrat;Partidul nationaliste-dÈmocrate;Partidul Nationalist Democrat;;Partidul Nationalist Democrat;;;;;;;;;x
ROM_communist;Partidul Communist;Partidul communiste;Partidul Communist;;Partidul Communist;;;;;;;;;x
ROM_fascist;Garda de Fier;Garda de Fier;Garda de Fier;;Garda de Fier;;;;;;;;;x
RUS_conservative;Slavophile;Slavophile;Slawophile;;EslavÛfilos;;;;;;;;;x
RUS_liberal;Westerniser;Westerniser;Westler;;Pro-occidental;;;;;;;;;x
RUS_communist;Social Democratic;Social-dÈmocrate;Social Democratic;;SocialdemÛcratas;;;;;;;;;x
RUS_communist_2;Bolshevik;Bolshevik;Bolschewiki;;Bolcheviques;;;;;;;;;x
RUS_socialist;Menshevik;Menshevik;Menschewiki;;Mencheviques;;;;;;;;;x
RUS_reactionary;Panslavic;Panslavic;Panslawisten;;Paneslavos;;;;;;;;;x
RUS_liberal_2;Kadets;Kadets;Kadetten;;Kadetes;;;;;;;;;x
RUS_conservative_2;Octobrists;Octobristes;Octobristen;;Octubristas;;;;;;;;;x
RUS_socialist_2;Populists;Populistes;Populisten;;Populistas;;;;;;;;;x
RUS_socialist_3;Socialist Revolutionary;RÈvolutionnaire socialiste;Sozialrevolution‰re;;Socialistas Revolucionarios;;;;;;;;;x
RUS_anarcho_liberal;Radicals;Radicaux;Radikale;;Radicales;;;;;;;;;x
RUS_fascist;All-Russian Fascist Party;Fascistes;Faschisten;;Fascistas;;;;;;;;;x
RUT_conservative;Royal Faction;Faction royale;Kˆnigsfraktion;;FacciÛn Real;;;;;;;;;x
RUT_liberal;The Liberal Faction;Faction libÈrale;Die liberale Fraktion;;La FacciÛn Liberal;;;;;;;;;x
RUT_reactionary;The Nationalist Faction;Faction nationaliste;Die nationalistische Fraktion;;La FacciÛn Nacionalista;;;;;;;;;x
RUT_anarcho_liberal;The Radical Faction;Faction radicale;Die radikale Fraktion;;La FacciÛn Radical;;;;;;;;;x
RUT_socialist;The Socialist Faction;Faction socialiste;Die sozialistische Fraktion;;La FacciÛn Socialista;;;;;;;;;x
RUT_communist;The Communist Faction;Faction communiste;Die kommunistische Fraktion;;La FacciÛn Comunista;;;;;;;;;x
RUT_fascist;The Fascist Faction;Faction fasciste;Die faschistische Fraktion;;La FacciÛn Fascista;;;;;;;;;x
SAF_liberal;Afrikaner Bond;Afrikaner Bond;Afrikaner Bond;;Afrikaner Bond;;;;;;;;;x
SAF_conservative;Progressive Party;Parti progressiste;Progressive Party;;Partido progresista;;;;;;;;;x
SAF_socialist;Labour Party;Parti travailliste;Labour Party;;Partido Laborista;;;;;;;;;x
SAF_conservative_2;Unionist Party;Parti unioniste;Unionist Party;;Partido Unionista;;;;;;;;;x
SAF_liberal_2;South African Party;Parti sud-africain;South African Party;;Partido Sudafricano;;;;;;;;;x
SAF_conservative_3;National Party;Parti national;National Party;;Partido Nacional;;;;;;;;;x
SAF_reactionary;Nationalist Party;Parti nationaliste;Nationalist Party;;Partido Nacionalista;;;;;;;;;x
SAF_anarcho_liberal;Radical Party;Parti radical;Radical Party;;Partido Radical;;;;;;;;;x
SAF_communist;Communist Party;Parti communiste ;Communist Party;;Partido Comunista;;;;;;;;;x
SAF_fascist;Fascist Party;Parti fasciste;Fascist Party;;Partido Fascista;;;;;;;;;x
SAR_reactionary;Restaurazionisti;Ristorazionista;Ristorazionista;;Ristorazionista;;;;;;;;;x
SAR_conservative;Moderati ;Moderati ;Moderati;;Moderati ;;;;;;;;;x
SAR_liberal;Riformisti ;Reformisti ;Reformisti;;Reformisti ;;;;;;;;;x
SAR_liberal_2;Liberale;Liberale;Liberali;;Liberale;;;;;;;;;x
SAR_socialist;Socialisti;Sozialisti;Sozialisti;;Sozialisti;;;;;;;;;x
SAR_conservative_2;Popolari;Popolari;Popolari;;Popolari;;;;;;;;;x
SAR_anarcho_liberal;Radicali;Radical;Radikali;;Radical;;;;;;;;;x
SAR_communist;Comunisti;Communistes;Communisti;;Comunista;;;;;;;;;x
SAR_fascist;Fascisti;Fasciste;Fascisti;;Fascista;;;;;;;;;x
SAX_liberal;Liberaldem. Partei;Liberaldem. Partei;Liberaldem. Partei;;Liberaldem. Partei;;;;;;;;;x
SAX_conservative;Zentrumspartei;Zentrumspartei;Zentrumspartei;;Zentrumspartei;;;;;;;;;x
SAX_liberal_2;Nationalliberale ;Nationalliberale ;Nationalliberale ;;Nationalliberale ;;;;;;;;;x
SAX_liberal_3;Freisinnige Partei;Freisinnige Partei;Freisinnige Partei;;Freisinnige Partei;;;;;;;;;x
SAX_socialist;Deutscher Arbeiterverein;Deutscher Arbeiterverein;Deutscher Arbeiterverein;;Deutscher Arbeiterverein;;;;;;;;;x
SAX_socialist_2;Sozialdem. Arbeiterpartei ;Sozialdem. Arbeiterpartei ;Sozialdem. Arbeiterpartei ;;Sozialdem. Arbeiterpartei ;;;;;;;;;x
SAX_socialist_3;Sozial. Arbeiterpartei ;Sozial. Arbeiterpartei ;Sozial. Arbeiterpartei ;;Sozial. Arbeiterpartei ;;;;;;;;;x
SAX_reactionary;Nationale Partei;Nationale Partei;Nationale Partei;;Nationale Partei;;;;;;;;;x
SAX_conservative_2;Konservative Partei;Konservative Partei;Konservative Partei;;Konservative Partei;;;;;;;;;x
SAX_conservative_3;Christsoz. Arbeiterpartei;Christsoz. Arbeiterpartei;Christsoz. Arbeiterpartei;;Christsoz. Arbeiterpartei;;;;;;;;;x
SAX_anarcho_liberal;Radikale Arbeiterpartei;Arbeiterpartei radical;Radikale Arbeiterpartei;;Radical Arbeiterpartei;;;;;;;;;x
SAX_communist;Kommunistische Arbeiterpartei;Arbeiterpartei communiste;Kommunistische Arbeiterpartei;;Communist Arbeiterpartei;;;;;;;;;x
SAX_fascist;The Fascist Faction;Faction fasciste;Die faschistische Fraktion;;La FacciÛn Fascista;;;;;;;;;x
SCA_liberal;Liberala Unionspartiet;Liberala Unionspartiet;Liberala Unionspartiet;;Liberala Unionspartiet;;;;;;;;;x
SCA_anarcho_liberal;Anti-revoultion‰ra partiet;Anti-revoultion‰ra partiet;Anti-revoultion‰ra partiet;;Anti-revoultion‰ra partiet;;;;;;;;;x
SCA_conservative;Hˆgerpartiet;Hˆgerpartiet;Hˆgerpartiet;;Hˆgerpartiet;;;;;;;;;x
SCA_reactionary;Monarkisterna;Monarkisterna;Monarkisterna;;Monarkisterna;;;;;;;;;x
SCA_socialist;Unionssocialisterna;Unionssocialisterna;Unionssocialisterna;;Unionssocialisterna;;;;;;;;;x
SCA_communist;Prolet‰ra Kampfˆrbundet;Prolet‰ra Kampfˆrbundet;Prolet‰ra Kampfˆrbundet;;Prolet‰ra Kampfˆrbundet;;;;;;;;;x
SCA_liberal_2;Suomi Puolue;Suomi Puolue;Suomi Puolue;;Suomi Puolue;;;;;;;;;x
SCA_liberal_3;Bondefˆrbundet;Bondefˆrbundet;Bondefˆrbundet;;Bondefˆrbundet;;;;;;;;;x
SCA_conservative_2;Norske Intressepartit;Norske Intressepartit;Norske Intressepartit;;Norske Intressepartit;;;;;;;;;x
SCA_liberal_4;Danske Unionspartit;Danske Unionspartit;Danske Unionspartit;;Danske Unionspartit;;;;;;;;;x
SCA_fascist;Nationalsocialistiska Blocket;Nationalsocialistiska Blocket;Nationalsocialistiska Blocket;;Nationalsocialistiska Blocket;;;;;;;;;x
SCH_liberal;Liberaldem. Partei;Liberaldem. Partei;Liberaldem. Partei;;Liberaldem. Partei;;;;;;;;;x
SCH_conservative;Zentrumspartei;Zentrumspartei;Zentrumspartei;;Zentrumspartei;;;;;;;;;x
SCH_liberal_2;Nationalliberale ;Nationalliberale ;Nationalliberale ;;Nationalliberale ;;;;;;;;;x
SCH_liberal_3;Freisinnige Partei;Freisinnige Partei;Freisinnige Partei;;Freisinnige Partei;;;;;;;;;x
SCH_socialist;Deutscher Arbeiterverein;Deutscher Arbeiterverein;Deutscher Arbeiterverein;;Deutscher Arbeiterverein;;;;;;;;;x
SCH_socialist_2;Sozialdem. Arbeiterpartei ;Sozialdem. Arbeiterpartei ;Sozialdem. Arbeiterpartei ;;Sozialdem. Arbeiterpartei ;;;;;;;;;x
SCH_socialist_3;Sozial. Arbeiterpartei ;Sozial. Arbeiterpartei ;Sozial. Arbeiterpartei ;;Sozial. Arbeiterpartei ;;;;;;;;;x
SCH_reactionary;Nationale Partei;Nationale Partei;Nationale Partei;;Nationale Partei;;;;;;;;;x
SCH_conservative_2;Konservative Partei;Konservative Partei;Konservative Partei;;Konservative Partei;;;;;;;;;x
SCH_conservative_3;Christsoz. Arbeiterpartei;Christsoz. Arbeiterpartei;Christsoz. Arbeiterpartei;;Christsoz. Arbeiterpartei;;;;;;;;;x
SCH_anarcho_liberal;Radikale Arbeiterpartei;Arbeiterpartei radical;Radikale Arbeiterpartei;;Radical Arbeiterpartei;;;;;;;;;x
SCH_communist;Kommunistische Arbeiterpartei;Arbeiterpartei communiste;Kommunistische Arbeiterpartei;;Communist Arbeiterpartei;;;;;;;;;x
SCH_fascist;NSDP;NSDP;NSDP;;NSDP;;;;;;;;;x
SCO_conservative;Whig Party;Parti Whig;Whig Party;;Partido Whig;;;;;;;;;x
SCO_conservative_2;Conservative Party;Parti conservateur;Conservative Party;;Partido Conservador;;;;;;;;;x
SCO_liberal;Liberal Party;Parti libÈral;Liberal Party;;Partido Liberal;;;;;;;;;x
